  0091.92638, 0073.3828849,    84.74085,    000003.2433,      055.2923635
  0.49892065,     0015.406,  00000042.465, 087.72397738,   23.05872013
071.77488,      00002.045411,000018.975,   15.19147905,      00084.4576
     0000000061.9,    0077.863,     073.909217,62.6773479,      73.82654448
     35.024421,   0073.7660197, 039.0452,     00086.2868,    00065.99
     53.4828549,     0057.06014,  3.330842415,  00014.513069,     00000073.21
     00049.44437,00000.37664,     65.3999091,47.3622807,   000048.554
  00000077.638,  0042.0669239,    030.4903098,  00000020.449,    35.06571614
 00046.43524,  46.469821,  00043.6093,   095.0784,    89.3104146
  76.40502162,  0091.3669,      084.8599,   021.151569,  18.189106
  11.412797, 88.48997,    0069.8476,   66.856085,  0099.140377
  031.8734,      6.99777186,77.731427,000066.84014,     5.753417771
   77.94112046,      0005.9299,    000001.29538,04.56729504,000069.3
058.736377,      18.46333,   000033.87949,   2.598106966, 000072.3871
 0067.3666563,54.760752,  0055.509,  0027.894, 49.3460373
41.930595,021.79823, 004.98515735,      00034.2924,     0039.9687077
000084.553, 50.01143258,  00088.33373,   0000091.4799,  000028.033
68.02336961,     000042.06904,   000075.4839,   00000076.477,      12.94258697
      000077.047,    0037.17048,      037.5612,    63.7069323,  085.866997
     000000018.1, 33.34765877,   00006.45087, 74.79162691,   0008.76765
    0000079.774,9.333349874,    000027.21217,    29.7690148,     17.000323
 0000091.0613, 085.68202354,      0010.7527,     97.46272997,  0073.45087
     0000059.417,   00000089.576,  025.05246,      00000030.04,      083.8598
   0077.4494511, 060.6041,    00032.175,      034.8058571,  070.6602204
      91.57902881,    86.0060727,   0051.9792,  69.1520945,  88.7285389
   00088.438,   24.17592757,      64.35756349,070.77048119,    01.682333
 00012.835,     000048.51573,13.1643754,   32.012596,     0029.013
      0000087.1331, 0029.417, 23.3395633,      00000081.731,0032.7266
    44.2599751,    000013.969,      055.919789,     062.6740782,    000050.571
      0030.7053,      16.1927163,00094.163631,    0092.853, 0000089.9147
  0015.804,   000035.461,    0000080.8378, 073.4321,    030.970213
  054.3821833,      038.16804246,    000080.912,   0091.89165, 000081.5385
      0010.479907,   00008.0573,    000036.764,    81.87931261,  000086.6667
 0015.608504,  0000063.8451,  00089.077312,    5.483002071,   0060.152988
     000049.14315,      000094.683,    24.669408,   056.004032,  000094.888
  38.41203416,  0004.240717,      035.60209599,   22.91114022, 0080.71735
  00072.5323,  055.9162755,      0010.444,    061.26430176,  0087.2939
    97.24892271,   000093.1998,  000095.511, 56.4201675,    00072.703878
      067.03590788,11.10459138,      0034.442224,   042.833249,   00083.542
    00000040.155,     38.68902463,  0071.854,   078.89015345,     063.53005199
 52.2412608,  000065.102,      59.896822,      014.182097,   0000059.223
     016.4887,   025.5710529,     040.90827, 0000070.058,      00007.5913
      46.578838,   00020.309,    58.82954032,  0044.9634979,16.44788184
  0000064.643,    0052.95239,    067.30695,  00000059.772,  00082.806574
043.5105543,      000035.41554,      0002.1155076,     007.5865,00015.010969
  0012.036,    066.7835973,     00031.287,      0031.83322,     0000038.124
     000099.25182,   037.13247575,      0066.0731424,    95.98307154, 88.5867847
00040.333,  13.7240263, 26.16789089,      000058.759,   000068.08534
   3.49345629,    00068.575636,      26.2012215, 65.5028986, 00060.028777
  00000077.456,     009.45991,     054.78602511,  044.34857, 22.624939
  29.23995745,   53.543455,      0034.1469,0025.493,    75.08348921
    00086.982125,   97.27361342,    000030.1096, 56.8281109,      054.8034275
      034.81961,    79.03591532,    02.82730339,   0089.9679472,     0063.9703
  56.5103358, 22.95616924,     60.13327291, 92.52647201,   38.11281858
  00092.25365,0000047.039,  0000030.114,     66.64992,    000031.654
   2.54317199, 00095.9305,  00073.032,  0094.3211576,      00046.2001
     000073.467,     81.478932,   78.86049168,  0026.826, 0092.7765
00030.4443,   00091.58,   07.07941,      0003.6899, 091.6888167
      098.1778,    06.690913168,066.2776618,  62.740374,  00093.042
   43.9507828,00035.319,    00000060.521,   53.86286,    24.66275519
021.09288838,     36.472039,  00081.4491,     0063.158118, 8.708761431
 0000029.495,      049.935841,      0099.483917,   0056.9384208,64.5866569
81.8089823,      00000079.483,  55.800926,     00.53123,    00000095.883
      65.3039568,      040.727818,0000064.501, 66.160969,     32.322939
 00097.242364,     0000083.3604,   92.10509674,  0091.6612099,      029.2658619
 93.70418144, 000080.14497,      00065.086,     042.4931616,     0000078.3048
 000069.181,  000070.74342,      17.226014,   97.181683,  00058.16462
  00000047.094,      00048.42527,      000029.148,      0000065.801,     000070.09545
    0000.176529,0041.4300317,0052.3948934,  095.4980488,  005.5313
   85.0492225,     000012.8645,  0065.08338,    000099.28362,  93.33171915
  20.27513595,   00078.3546, 0016.839, 0002.9132013,    000036.912
 0037.537099, 0000030.2231,  84.14035494,  8.0723875,    0000040.5951
     82.5770525,  08.97397, 00060.99274,      30.944971,   29.86266967
     000038.747,  96.92583512,      0039.2488345,     70.648248,     00000064.198
    046.75288478,0084.783,  36.0527536,     58.43064528,      080.9435589
 001.5634877,25.31994722,   00084.440882,     050.3413,    00000025.674
     0077.082,0032.4218815,  98.35133348,24.7003946, 000049.365
66.17722936,  79.01237245,   00095.473966,      64.421983,   00020.8754
    47.08159152,    081.591059,     48.75313006, 0035.55654,   0094.37358
     091.71929,      5.9541306,   00043.165,      000010.539,    31.263632
     00020.917072,  071.3065492,     73.51563,    31.1871515,     0018.054171
 0058.77466,     041.5475429,    00000088.922,     015.676904,      26.96615932
     06.391090179,     72.22091,  00000052.613,     079.570222,    0026.168366
     74.49088,     0070.3087,  0087.9413643,     097.57527,   032.81161
     2.5340258,    064.630819, 00011.87589,     0000020.898,000033.87
 48.96970153,  00021.4711,    00065.26,    75.75452675, 0076.3816892
     00095.796,   00040.1428,      00022.54707,00028.2056,      000085.00629
      28.27501995,      0094.04075,     0024.1775,     00022.05008,    00066.84382
      19.39070649,      38.74305756,   98.66459253, 0049.3505,    023.68905
 00014.91162,      0066.71387,  010.8013851,   75.01415973,  53.3160924
097.0802, 000038.0424,   0013.251,     007.6270218,     096.112972
  39.59839681,      8.969845,      059.2240788,    28.8079561,16.2490958
    74.41837001,0000042.6906,    00093.244,  53.393972,     049.593141
 79.5575409,   014.40394,    96.4157768,     000099.2834, 000063.823
      00043.039,0082.922,     0000029.6896,  74.21308848, 12.38824
00000079.336,   23.44991734,     17.2392204,  58.3478127,     78.92607278
 0059.413816,  87.4756487,0056.340376,  00027.357471,  048.2779
     0069.372,    0070.055413,  44.731983, 036.5536,  027.00038
  0010.676001,7.349361692,  000077.34717,    62.2474433,    066.24362225
    29.6934703, 033.45455,   0044.8442326,  0000013.0688,   066.3338186
